"","utterance","response","response_time","speaker","responder","utterance_time","error","age","past_tense","plural","overlap","overreg_candidate"
"384","um have you ate your jelly","eaten it",-0.01299999999992,"CHI","MOT","2.9719999999997526",TRUE,54,TRUE,FALSE,FALSE,TRUE
"385","I think I think a fish bited her","do you",0.0820000000003347,"CHI","MOT","2.7859999999996035",TRUE,54,TRUE,FALSE,FALSE,TRUE
"386","there's rats outside and mouses inside","there better not be mice inside",-0.06899999999996,"CHI","MOT","2.49599999999964",TRUE,54,FALSE,TRUE,FALSE,TRUE
"387","how how did the duck fell down","the duck",0.197000000000116,"CHI","MOT","2.33400000000006",TRUE,55,TRUE,FALSE,FALSE,TRUE
"388","I sitted next to him","did you",-0.0340000000001055,"CHI","MOT","1.7530000000001564",TRUE,55,TRUE,FALSE,FALSE,TRUE
"389","but would someone have a big candles","yes",-0.557000000000016,"CHI","MOT","3.007000000000062",TRUE,55,FALSE,TRUE,TRUE,TRUE
"390","don't want to because I've drawed some already","no",-0.0579999999999927,"CHI","MOT","2.5779999999999745",TRUE,55,TRUE,FALSE,FALSE,TRUE
"391","I'll drawed it","you draw",-0.0229999999999109,"CHI","MOT","1.0909999999998945",TRUE,55,TRUE,FALSE,FALSE,TRUE
"392","look at her hairs","xxx hair yes",-0.103999999999814,"CHI","MOT","1.6019999999998618",TRUE,55,FALSE,TRUE,FALSE,TRUE
"393","and I've only got one two persons","what is it you've got",0.0459999999999923,"CHI","MOT","2.833000000000027",TRUE,55,FALSE,TRUE,FALSE,TRUE
"394","two persons","two persons",0.580000000000041,"CHI","MOT","0.9639999999999986",TRUE,55,FALSE,TRUE,FALSE,TRUE
"395","I could of not heared him","xxx",-0.0360000000000582,"CHI","MOT","2.49599999999964",TRUE,55,TRUE,FALSE,FALSE,TRUE
"396","what was how did the man fell off his ladder","I don't know",NA,"CHI","MOT","3.831000000000131",TRUE,55,TRUE,FALSE,FALSE,TRUE
"397","that had fell off","yes",-0.0230000000001382,"CHI","MOT","1.2420000000001892",TRUE,55,TRUE,FALSE,FALSE,TRUE
"398","the man's fell off his cab now","at Christmas it was all lit up in his cab and I think he used to have a big advertising poster on his crane as well",4.7510000000002,"CHI","MOT","2.1589999999996508",TRUE,55,TRUE,FALSE,TRUE,TRUE
"399","have you et ate it","oh",NA,"CHI","MOT","1.3589999999999236",TRUE,55,TRUE,FALSE,FALSE,TRUE
"400","we went we drived into the car to see it","did you",0.0460000000000207,"CHI","MOT","3.563999999999993",TRUE,56,TRUE,FALSE,FALSE,TRUE
"401","Thomas gived it me","precisely",0.0230000000001382,"CHI","MOT","1.4169999999999163",TRUE,56,TRUE,FALSE,FALSE,TRUE
"402","is this what cabs around","yes uhhuh",-0.0120000000000005,"CHI","MOT","1.7410000000000139",TRUE,56,FALSE,TRUE,FALSE,TRUE
"403","I will do the leafs","then if we have that one that one and that one",0.0309999999999491,"CHI","MOT","1.1259999999999764",TRUE,56,FALSE,TRUE,FALSE,TRUE
"404","you said I'm banneded banned from cheese","banneded from cheese",0.05600000000004,"CHI","MOT","2.7170000000000982",TRUE,56,TRUE,FALSE,FALSE,TRUE
"405","um I've forgot all the words","right",0.081000000000131,"CHI","MOT","2.519999999999982",TRUE,56,TRUE,FALSE,FALSE,TRUE
"406","I've forgot all of it","xxx",-0.615999999999985,"CHI","FAT","1.7529999999997017",TRUE,56,TRUE,FALSE,TRUE,TRUE
"407","I have eaten some lemon balls","how many have you eaten",0,"CHI","INV","2.100999999999999",TRUE,56,FALSE,TRUE,FALSE,TRUE
"408","no it's not beginned yet","oh it's not begun yet",-0.336999999999989,"CHI","INV","1.9740000000000464",TRUE,56,TRUE,FALSE,TRUE,TRUE
"409","I throwed it down there","where",0.567999999999984,"CHI","MOT","2.2299999999999045",TRUE,56,TRUE,FALSE,FALSE,TRUE
"410","it shoots people and made them die","oh dear",-0.0119999999999436,"CHI","MOT","2.4849999999999",TRUE,56,TRUE,FALSE,FALSE,TRUE
"411","we're we're doing the we're the cleaner up men and ladies","the cleaner up men and ladies",0.286999999999807,"CHI","INV","5.166000000000167",TRUE,56,FALSE,TRUE,FALSE,TRUE
"412","why can you not eat touch the the chunks","well I can touch the chunks but they're not very nice to touch",0.0969999999999942,"CHI","MOT","3.9939999999999998",TRUE,57,FALSE,TRUE,FALSE,TRUE
"413","I just bited this and then it came off","no don't put it",-1.06799999999998,"CHI","MOT","2.380000000000109",TRUE,57,TRUE,FALSE,TRUE,TRUE
"414","I used it when Nana and Grandad was here","yesterday",0.056999999999789,"CHI","MOT","2.530999999999949",TRUE,57,TRUE,FALSE,FALSE,TRUE
"415","now I knew a way to put the animals","right then",-0.0920000000000059,"CHI","MOT","2.5190000000000055",TRUE,57,TRUE,TRUE,FALSE,TRUE
"416","I've forgot","now I'll tell you again then",-0.104999999999961,"CHI","MOT","0.6389999999999532",TRUE,58,TRUE,FALSE,FALSE,TRUE
"417","it's called a pass sweets","pass sweets",0.360000000000014,"CHI","MOT","2.7749999999999773",TRUE,58,FALSE,TRUE,FALSE,TRUE
"418","where did they came from","I don't know",0.0289999999999964,"CHI","MOT","1.1839999999997417",TRUE,58,TRUE,FALSE,FALSE,TRUE
"419","Scoop falled in there","did he",0.0230000000001382,"CHI","MOT","1.6369999999997162",TRUE,58,TRUE,FALSE,FALSE,TRUE
"420","and then all of them falled in","fell",1.08799999999974,"CHI","MOT","2.450000000000273",TRUE,58,TRUE,FALSE,FALSE,TRUE
"421","and then the land falled in the water","the land fell in the water",0.557999999999993,"CHI","MOT","3.6219999999998436",TRUE,58,TRUE,FALSE,FALSE,TRUE
"422","no they have got a child","have they",-0.0819999999998799,"CHI","MOT","2.100999999999658",TRUE,58,TRUE,FALSE,FALSE,TRUE
"423","you pretend it was tomorrow","okay",-0.00900000000001455,"CHI","INV","2.367999999999938",TRUE,58,TRUE,FALSE,FALSE,TRUE
"424","I throwed it back for them","did you",0.128,"CHI","MOT","1.5559999999999974",TRUE,58,TRUE,FALSE,FALSE,TRUE
"425","I was in a town and when this a and a bo and um the people and I forgot to put my trousers on","oh",-0.0370000000002619,"CHI","MOT","8.034000000000106",TRUE,58,FALSE,TRUE,FALSE,TRUE
"426","you have done it over there","well you can't stay over there all the time Tom because you need your breakfast",-0.175000000000011,"CHI","MOT","2.973000000000013",TRUE,59,TRUE,FALSE,FALSE,TRUE
"427","did you know what I heard","boo boo something like that",0.894000000000005,"CHI","MOT","1.961999999999989",TRUE,59,TRUE,FALSE,FALSE,TRUE
"428","Zoe sent to the writing","the one you have written to Lyne and the one you have written to Lyne was the first one",0.128000000000156,"CHI","MOT","2.2049999999999272",TRUE,59,TRUE,FALSE,FALSE,TRUE
"429","your sausage machine it has already finded some","yes",-0.0120000000000573,"CHI","MOT","4.192000000000007",TRUE,59,TRUE,FALSE,FALSE,TRUE
"430","be good if real horses","if what",0.139999999999986,"CHI","MOT","2.367999999999938",TRUE,59,FALSE,TRUE,FALSE,TRUE
"431","I found squashing up the picture xxx","should we open the blue one",NA,"CHI","MOT","media info not available",TRUE,59,TRUE,FALSE,TRUE,TRUE
"432","xxx lady xxx mens men","well I would imagine ladies and mens are the same really it's only like a waistcoat",0.608999999999924,"CHI","MOT","3.6340000000000146",TRUE,59,FALSE,TRUE,FALSE,TRUE
"433","you must be gone to back to the shop","well I don't",-0.0579999999999927,"CHI","MOT","3.3789999999999054",TRUE,59,TRUE,FALSE,FALSE,TRUE
"434","you like weren't me","you keep saying that to me",0.604000000000042,"CHI","MOT","1.926999999999964",TRUE,59,TRUE,FALSE,FALSE,TRUE
"435","dugged dug","the digger had dugged dug",0.0350000000000819,"CHI","MOT","0.9629999999999654",TRUE,59,TRUE,FALSE,FALSE,TRUE
"436","I think I've already broke it","well just do it gent",-0.486999999999625,"CHI","MOT","1.8460000000000036",TRUE,59,TRUE,FALSE,TRUE,TRUE
"437","you should of catched it","do you know what these little rough bits are for there",-0.0929999999998472,"CHI","MOT","1.6829999999999927",TRUE,59,TRUE,FALSE,FALSE,TRUE
"438","I just throwed it in the bin","you've thrown my hat in the bin",-0.0529999999999973,"CHI","INV","1.2999999999999545",TRUE,59,TRUE,FALSE,FALSE,TRUE
"439","just pretend there was a cat on the train and it tripped up and he falled on the track","a cat on the train",0.197000000000116,"CHI","MOT","5.143000000000029",TRUE,59,TRUE,FALSE,FALSE,TRUE
"440","the fence is blowed on the track","oh dear",0.962999999999965,"CHI","MOT","3.6920000000000073",TRUE,59,TRUE,FALSE,FALSE,TRUE
"441","I have seen it","and your the dirty rascal",-1.25400000000002,"CHI","MOT","1.34699999999998",TRUE,59,TRUE,FALSE,TRUE,TRUE
"442","they have sawed them down","right",0.0350000000003092,"CHI","MOT","1.55600000000004",TRUE,59,TRUE,FALSE,FALSE,TRUE
